"id","job_id","name_en","name_jp","slug","color","main","sub","emp","order","base"
"005b5b80-6c67-4d14-bafe-0237535a6566","a2cff6d3-390a-48df-b414-0c00e4da78c8","Alchemize Green Potion","錬成:キュアポーション","alchemize-green-potion",3,TRUE,FALSE,FALSE,0,FALSE
"01811568-6f37-409a-9975-4e79b1c8635f","2ea006f4-160d-494c-ab95-85b6d897f12c","Dance of Zeal","狂信演舞","dance-of-zeal",0,FALSE,FALSE,TRUE,2,FALSE
"02c9740b-458f-494c-ac0e-2aa9e3cadf24","bc88726b-9f96-4061-be1c-7a2306be238e","Aether Blast II","エーテルブラストII","aether-blast-ii",2,TRUE,FALSE,FALSE,0,FALSE
"03a7d35f-821f-44ed-be4a-da1f2c518f58","3885c629-fc2a-4298-9e51-4857f0afb2b5","Battle Scar","パイルリベレーション","battle-scar",2,TRUE,TRUE,FALSE,2,FALSE
"040943a8-1a97-4559-8cd8-9d93f70a7c49","249bae0a-c1e8-4c1f-80b5-72760b72511b","Megali Fotia","メガリフォーティア","megali-fotia",2,FALSE,FALSE,TRUE,3,FALSE
"05241c9e-2b79-4724-8d9e-83ba3f04f723","a2cff6d3-390a-48df-b414-0c00e4da78c8","Fury Capsule","鬼神の丸薬","fury-capsule",0,FALSE,FALSE,TRUE,3,FALSE
"069b2078-1c08-4dcb-a4d3-6feca0a7f99b","d27a4f29-5f0b-4bc6-b75a-1bd187e1a529","Fate Foreseen","宿命陣","fate-foreseen",0,TRUE,FALSE,FALSE,1,TRUE
"06c20c65-4f56-49dd-aa97-77bf149e192b","683ffee8-4ea2-432d-bc30-4865020ac9f4","Sacred Protection","セイクリッド・プロテクション","sacred-protection",0,FALSE,FALSE,TRUE,3,FALSE
"07c05520-0b68-428e-afc1-bfb5fa1bfa8f","3ae3a8da-a6a6-4114-acbe-7bc2bd928437","Spell Boost","スペルブースト","spell-boost",0,FALSE,FALSE,TRUE,3,FALSE
"08e5d10a-6322-41b1-9b43-b8547edfc1ab","5b06f834-5b54-4638-8934-0afa82c373e1","Stall III","ディレイIII","stall-iii",2,TRUE,FALSE,FALSE,0,FALSE
"091f68f6-439d-4c99-b237-9b22a1285754","56aa0f3e-5cc1-49e7-a12d-a4d506064c9a","Armor Break","アーマーブレイク","armor-break",2,TRUE,TRUE,FALSE,2,FALSE
"0947706d-fc3b-403e-aa62-9a64aef8e0a2","2ea006f4-160d-494c-ab95-85b6d897f12c","Crestfallen Flower","曼珠沙華","crestfallen-flower",0,FALSE,FALSE,TRUE,4,FALSE
"0a01b14d-7b0d-47a5-bdc6-e3f4f2ff133e","34237f55-3646-4a9e-93dc-2039b11bdd12","Refuel","リフューリング","refuel",0,TRUE,FALSE,FALSE,2,FALSE
"0a9b7527-5893-41d7-a101-691cea53a975","b6284935-2e22-4f84-b886-40eda2a9a4a4","Force Snatch","フォーススナッチ","force-snatch",0,FALSE,FALSE,TRUE,4,FALSE
"0d6f38e8-806f-4feb-a418-5f6eb2b5e5d1","9d495e8c-7aac-4e22-b5ad-99bbce4a6b24","Quick Step","ライトウェイト","quick-step",0,TRUE,FALSE,FALSE,0,FALSE
"0db587b6-d94f-4a53-ac4f-5426b3dc8e39","2fd99d5b-9fab-4116-923d-aa84168def6c","Awakening Blade","剣神解放","awakening-blade",0,TRUE,FALSE,FALSE,0,FALSE
"103cde46-46e8-4f88-be02-bcf848130d37","408c8cd0-6315-4faa-b1eb-d545a3570de8","Einherjar","エインフェリアル","einherjar",0,FALSE,FALSE,TRUE,4,FALSE
"11fa4d9b-6574-418e-a002-b99143788107","f11459b2-ee20-4927-aeee-bc85bab39c3e","Overdrive Surge III","ドライブバーストIII","overdrive-surge-iii",2,TRUE,TRUE,FALSE,1,FALSE
"12435660-78c0-4d26-92f8-bf3083acc9be","568406b9-3622-4ef1-953f-57cf7c0bfa43","Chi Channeler","内功","chi-channeler",3,TRUE,TRUE,FALSE,2,FALSE
"14595690-db53-416d-8491-9cc11d4ebaf2","d2e1858f-66ac-418b-aafb-f40eb8f283c1","Sky Realm Song","ソング・オブ・グランデ","sky-realm-song",0,TRUE,TRUE,FALSE,2,FALSE
"15001f54-82cd-4fae-b46c-6ef0d4a063d4","07fef189-432c-42e4-bee2-f69603e6a046","Adrenaline Rush","アドレナリンラッシュ","adrenaline-rush",0,FALSE,FALSE,TRUE,3,FALSE
"168af7d2-19ba-4d34-a990-cf0a9da3aef8","0e0c149d-8021-4f1e-a9d4-e2c77fd9e59a","Vinland","ヴィンランド","vinland",0,FALSE,FALSE,TRUE,2,FALSE
"1822275b-0193-4d44-b0df-2ed6854cf2eb","6283eb60-234f-4851-8cc7-7ea36e42def2","Brave Soul","ブレイブソウル","brave-soul",0,FALSE,FALSE,TRUE,3,FALSE
"19486a63-7dee-4eb7-8004-235a117bc2c4","0e0c149d-8021-4f1e-a9d4-e2c77fd9e59a","Banahogg","バナホッグ","banahogg",2,FALSE,FALSE,TRUE,1,FALSE
"19a9b054-de5d-4c1e-97bc-aaeb4798141d","d2e1858f-66ac-418b-aafb-f40eb8f283c1","Soul Soloist","ソウルピルファー","soul-soloist",1,TRUE,TRUE,FALSE,1,FALSE
"1d03f030-7061-4104-8b3f-64b8ba4c1109","a45ba1fb-64cf-4f29-ad54-4cf75a914622","Acrobatic Volley","アクロバットヴォレイ","acrobatic-volley",1,FALSE,FALSE,TRUE,1,FALSE
"1d1e9b0a-7ea1-4ddf-966f-7bcb9aee27ce","34237f55-3646-4a9e-93dc-2039b11bdd12","Customized Action","フレキシブル・アーツ","customized-action",0,TRUE,FALSE,FALSE,1,FALSE
"1e4c2031-c880-4d98-874e-c1249a857448","dcf91798-3cf9-46a0-aec6-313e91248995","Call of the Abyss","コール・オブ・アビス","call-of-the-abyss",0,FALSE,FALSE,TRUE,3,FALSE
"1edb5266-7538-40c4-ab55-e65a709f63db","787c1554-8ee8-438c-8b30-18b5c86f3831","Non-Sequence","ノン・シークエンス","non-sequence",2,FALSE,FALSE,TRUE,2,FALSE
"2049e420-b9ac-49be-92f0-7c894724e119","efe756ea-e0b7-4560-8fa2-9bf266f5f013","Blitzburst","ブリッツバースト","blitzburst",0,FALSE,FALSE,TRUE,3,FALSE
"20a44398-b403-44f9-87d5-4dd4024c1b6e","efe756ea-e0b7-4560-8fa2-9bf266f5f013","Triple Thread","トライン","triple-thread",0,TRUE,FALSE,FALSE,1,FALSE
"2246cc75-ea0a-413c-becf-7e4efd695967","797bcb10-ebd4-48fc-b253-7fd55ccf4809","Judicious Shot","レイショナルショット","judicious-shot",2,FALSE,FALSE,TRUE,4,FALSE
"225c6b72-5184-441e-b996-a62253538b41","c5a7c0f0-9408-4b8b-901c-bd1804db36eb","Spirit of Training","練気","spirit-of-training",2,FALSE,FALSE,TRUE,3,FALSE
"23a19cf9-cb46-4014-a466-895ae4d0d572","113ba069-ede0-4a58-b033-4e574d12dd75","Quick Step II","ライトウェイトII","quick-step-ii",0,TRUE,FALSE,FALSE,0,FALSE
"244bffc2-b6e9-4067-8d88-96df680d745c","f11459b2-ee20-4927-aeee-bc85bab39c3e","Substitute","かばう","substitute",0,TRUE,TRUE,FALSE,2,FALSE
"25ff8da3-c54c-450e-a34d-55996ceb9456","e35f8cd6-82ec-4624-beb6-3948f30a0cf8","Pas Seul","ヴァリアシオン","pas-seul",0,FALSE,FALSE,TRUE,3,FALSE
"26bdb28e-62f4-4624-b4a4-639ac1bedb53","683ffee8-4ea2-432d-bc30-4865020ac9f4","Noblesse Proteger","ノブレス・プロテジー","noblesse-proteger",0,FALSE,FALSE,TRUE,1,FALSE
"2753fa6d-175b-4b17-a34b-bb8747910095","2262c791-6517-4f4c-bbd3-414999d8fb8a","Panacea III","ヒールオールIII","panacea-iii",3,TRUE,FALSE,FALSE,0,FALSE
"28317a52-1f7d-425c-8b0b-ec075807215d","34237f55-3646-4a9e-93dc-2039b11bdd12","Actuation","アクチュエーション","actuation",0,FALSE,FALSE,TRUE,3,FALSE
"286d35e7-ed73-42fd-962f-896667a74dd9","824fb790-26c1-4a1c-911e-9b2debad4662","Quiet Strategy","鴉雀無声","quiet-strategy",0,TRUE,TRUE,FALSE,2,FALSE
"2aab3577-5953-451a-bb11-9e4b5d85d49e","2262c791-6517-4f4c-bbd3-414999d8fb8a","Dispel Deluge","ディスペル・シージ","dispel-deluge",1,FALSE,FALSE,TRUE,2,FALSE
"2d0c1823-3608-402d-ae26-03c889f9f19d","45e26ec7-37c6-44f7-a9ac-a8b36f37ea30","Overdrive Surge II","ドライブバーストII","overdrive-surge-ii",2,TRUE,TRUE,FALSE,1,FALSE
"2d9b03d9-ba63-4dbe-8b1e-db5e305ff480","d27a4f29-5f0b-4bc6-b75a-1bd187e1a529","Omnipotent Eye","天眼陣","omnipotent-eye",0,TRUE,FALSE,FALSE,0,FALSE
"2de20e97-c154-4604-8523-22f0146e5f9b","568406b9-3622-4ef1-953f-57cf7c0bfa43","Taking Chances II","捨身の型II","taking-chances-ii",0,TRUE,TRUE,FALSE,1,FALSE
"2f8d0aeb-9642-40a7-92b4-90cd9e3621c9","0e0c149d-8021-4f1e-a9d4-e2c77fd9e59a","Jomsborg","ヨムスボルグ","jomsborg",0,FALSE,FALSE,TRUE,3,FALSE
"30170049-d25f-4e33-a3e4-5cef02d7197c","43652444-64bb-4938-85d7-aafdfc503d66","Quick Down","クイックダウン","quick-down",1,FALSE,FALSE,TRUE,3,FALSE
"30df2315-457a-414c-9eef-3980b72b17c2","1eb55dd3-3278-4da1-8940-c4fc50c1a0f5","Ulfhedinn","ウールヴヘジン","ulfhedinn",0,FALSE,FALSE,TRUE,4,FALSE
"32dac837-63e2-4712-8e14-939b5ba2584c","82e3adde-f0a1-4769-90ca-305044324448","Blade Swap II","アナザーブレードII","blade-swap-ii",0,TRUE,FALSE,FALSE,0,FALSE
"32f4b5d7-3de3-43ec-bfd3-b767a239d203","113ba069-ede0-4a58-b033-4e574d12dd75","Rain of Arrows III","アローレインIII","rain-of-arrows-iii",2,TRUE,TRUE,FALSE,1,FALSE
"3301c8bb-1905-4ff7-841e-c8a4367337f3","b6284935-2e22-4f84-b886-40eda2a9a4a4","Extend Break","ブレイクキープ","extend-break",1,FALSE,FALSE,TRUE,3,FALSE
"33608780-a3e9-44ca-aaa3-d78c68333918","824fb790-26c1-4a1c-911e-9b2debad4662","Self Reflection","瞑想","self-reflection",0,TRUE,TRUE,FALSE,1,FALSE
"36684b88-69bb-4c66-aab5-f56102de88a3","6283eb60-234f-4851-8cc7-7ea36e42def2","Power Raise","パワーレイズ","power-raise",0,FALSE,FALSE,TRUE,4,FALSE
"36fab7a5-a887-445d-81f8-841ebafb7def","544711ef-1191-458c-909d-bc49022708f4","Leaf Burning","落葉焚き","leaf-burning",0,FALSE,FALSE,TRUE,2,FALSE
"37218a55-3335-4457-98c3-4d8367af3d7c","d27a4f29-5f0b-4bc6-b75a-1bd187e1a529","Splitting Spirit","他心陣","splitting-spirit",0,TRUE,TRUE,FALSE,2,FALSE
"3724e69a-cd1d-44fb-b677-e4129e5cf8c1","67c62a3f-9083-473e-a8a1-47875ad31d2b","Overture","オーヴァチュア","overture",0,TRUE,FALSE,FALSE,0,FALSE
"38e52d75-9aff-4c34-b37f-d6a4a52f4cac","2262c791-6517-4f4c-bbd3-414999d8fb8a","Peace of Mind","キュアーフェン","peace-of-mind",3,FALSE,FALSE,TRUE,3,FALSE
"39389075-7627-4133-9159-5f2e0ef2cce1","07fef189-432c-42e4-bee2-f69603e6a046","Maddening Vitality","マッドバイタリティ","maddening-vitality",0,FALSE,FALSE,TRUE,2,FALSE
"39ada2b6-a8c8-454f-9b12-9ed216eb9b52","824fb790-26c1-4a1c-911e-9b2debad4662","Finishing Touch","画竜点睛","finishing-touch",0,TRUE,FALSE,FALSE,0,FALSE
"39f6ed51-eae2-45c0-ad38-a2859d12ea39","fb15b381-9eb7-49c3-aa23-2f3d78f2dc1a","Conceal","ハイディング","conceal",0,FALSE,FALSE,TRUE,3,FALSE
"3ad97159-f4cc-4600-9cc6-bde6b0013a1f","99c2a88f-efef-445a-ae34-d17a31fddf7b","Spring's Gate","楼門五三桐","springs-gate",0,FALSE,FALSE,TRUE,4,FALSE
"3b54377c-04db-4ac1-82ef-dab7e67df019","2fd99d5b-9fab-4116-923d-aa84168def6c","Contrablade","斬釘截鉄","contrablade",2,FALSE,FALSE,TRUE,3,FALSE
"3b624b80-83c7-4bb9-b4a6-545260fd2654","99c2a88f-efef-445a-ae34-d17a31fddf7b","Crack Shot III","ブレイクアサシンIII","crack-shot-iii",0,TRUE,FALSE,FALSE,0,FALSE
"3ba3a3fd-f208-4a17-83c2-860d67f5e202","9733c23f-bb42-48b4-8473-5ed7fb94e9c1","Bounty Hunter","トレジャーハント","bounty-hunter",1,TRUE,TRUE,FALSE,1,FALSE
"3c595281-5036-408a-b8b9-762bc1ee749f","f06a6d30-1f61-4059-97ae-2921a0dfec64","Drive It In","リードドライブ","drive-it-in",2,TRUE,FALSE,FALSE,0,FALSE
"3dd5bf50-ba06-4294-b6e3-6bbf713055e5","408c8cd0-6315-4faa-b1eb-d545a3570de8","Double Trouble III","デュアルインパルスIII","double-trouble-iii",0,TRUE,TRUE,FALSE,1,FALSE
"3eb6fbf8-ee62-4366-9694-f00fea1b0830","f9023154-5cb4-448d-b108-36ccb3820d2e","Unyielding Form","剛耐の型","unyielding-form",2,FALSE,FALSE,TRUE,2,FALSE
"3fdde908-2002-4205-8a44-90eb6860fcf4","6c93ecd6-ed87-4895-87c0-049262814aef","Mosh Pit","モッシュピット","mosh-pit",4,FALSE,FALSE,TRUE,1,FALSE
"422a2011-b9b4-4996-82f9-2a07bf471f7b","249bae0a-c1e8-4c1f-80b5-72760b72511b","Vita Brevis","ヴィータ・プレウィス","vita-brevis",3,TRUE,FALSE,FALSE,0,FALSE
"4289394f-ae9e-41a7-b23a-30307ab2a118","2262c791-6517-4f4c-bbd3-414999d8fb8a","Blessing II","シャイニングII","blessing-ii",2,FALSE,FALSE,TRUE,1,FALSE
"44890a89-47db-4f41-b152-50250b207546","0ce77325-c445-403d-a29e-311044337142","Glory Arts","グロリアス・アーツ","glory-arts",0,TRUE,FALSE,FALSE,0,FALSE
"44f706ea-ab5b-4693-bb16-e138b78ef283","c128944b-cc79-45b4-bfed-17c8b68db612","Veil","ベール","veil",0,FALSE,FALSE,TRUE,3,FALSE
"458feea6-e336-4243-a6c6-81e8ffa078c1","408c8cd0-6315-4faa-b1eb-d545a3570de8","Drive It In II","リードドライブII","drive-it-in-ii",2,TRUE,FALSE,FALSE,0,FALSE
"462dda36-e477-49f5-be91-5930aa2d46ed","408c8cd0-6315-4faa-b1eb-d545a3570de8","Randgrith","ランドグリース","randgrith",1,FALSE,FALSE,TRUE,3,FALSE
"470ce8a0-1fc1-4287-8b8a-ebe8ca365ac5","f7930eda-b674-4d5f-9233-7c3c6459382c","Bounty Hunter II","トレジャーハントII","bounty-hunter-ii",1,TRUE,TRUE,FALSE,1,FALSE
"47c2044c-e58b-4978-88f1-612f41c5b862","2ea006f4-160d-494c-ab95-85b6d897f12c","Lightning Strike","霹靂閃電","lightning-strike",0,FALSE,FALSE,TRUE,5,FALSE
"499b71c1-8877-46c9-9902-9f03753b09be","544711ef-1191-458c-909d-bc49022708f4","Dappled Sunlight","安らぎの木もれ日","dappled-sunlight",3,FALSE,FALSE,TRUE,3,FALSE
"4a00259a-9e2b-4239-bca2-2afdc2f52be7","c128944b-cc79-45b4-bfed-17c8b68db612","Dispel","ディスペル","dispel",1,TRUE,TRUE,FALSE,1,FALSE
"4b82c7f9-9090-40b6-9e76-6d3510400a20","3c9e447e-dd30-46da-8df0-adb9fc19ac4a","Execute","エクセキュート","execute",0,TRUE,FALSE,FALSE,0,FALSE
"4d88655d-2bb0-4210-a1b5-5583e7db1ba6","33e01b0f-068f-4ce0-af61-b8e61e6484e8","Three-Round Burst","スリーラウンドバースト","three-round-burst",2,TRUE,FALSE,FALSE,0,FALSE
"4df00bf2-aab1-4bd4-a399-fcad942c7daf","1eb55dd3-3278-4da1-8940-c4fc50c1a0f5","Rage IV","アーマーブレイクII","rage-iv",0,FALSE,FALSE,TRUE,2,FALSE
"4e4b80a6-eab0-4ae5-8e01-d4bc8131f2bb","eff31084-e70d-4fc0-a468-d07fccb4fe99","Haze","朧","haze",2,TRUE,TRUE,FALSE,2,FALSE
"4eb53470-1964-4f95-9785-715c0699e08a","bc88726b-9f96-4061-be1c-7a2306be238e","Bounce","バウンス","bounce",2,FALSE,FALSE,TRUE,3,FALSE
"4f49e4e9-4d9f-4df1-a081-65448fe6e9d3","dcf91798-3cf9-46a0-aec6-313e91248995","Dirge for the Dead","ソング・トゥ・ザ・デッド","dirge-of-the-dead",1,FALSE,FALSE,TRUE,1,FALSE
"4f96950c-da93-4aa5-b279-4858ec0e300a","e35f8cd6-82ec-4624-beb6-3948f30a0cf8","Two to Tango","リンガリング・セント","two-to-tango",0,TRUE,FALSE,FALSE,2,TRUE
"52aff1de-bfe4-4154-8415-b9b51e48bfd3","a9953e14-f2a3-4558-8e6c-ecbce9552aa9","Stall","ディレイ","stall",2,TRUE,FALSE,FALSE,0,FALSE
"5330e738-ed1d-446e-ac3b-738f3de7f73d","568406b9-3622-4ef1-953f-57cf7c0bfa43","Counter","カウンター","counter",2,TRUE,FALSE,FALSE,0,FALSE
"53513881-1a8c-4cad-ae9d-7639045e6834","950f659b-0521-4a79-b578-7f3b05cb3102","Grace","オーラ","grace",0,TRUE,TRUE,FALSE,1,FALSE
"547ef737-6bc4-4b70-b503-a71d6ac40efa","a474a4f8-4cd2-453f-aa19-84efc4ef5924","Blitz Raid","ブリッツレイド","blitz-raid",2,FALSE,FALSE,TRUE,3,FALSE
"5507f560-6e20-4486-9bff-5c4c0df7ea8a","45e26ec7-37c6-44f7-a9ac-a8b36f37ea30","Centurion","センチュリオン","centurion",0,TRUE,TRUE,FALSE,2,FALSE
"5599cbad-5aa4-4df5-a820-01024cc5542d","be6a2e8e-15e3-4f59-9621-58bda3318874","Overture","オーヴァチュア","overture",0,TRUE,FALSE,FALSE,0,FALSE
"5770e0a9-cc58-4f4f-8e6a-653efb42991b","f9023154-5cb4-448d-b108-36ccb3820d2e","Rock Crusher","岩崩拳","rock-crusher",2,FALSE,FALSE,TRUE,3,FALSE
"577613d1-803c-4038-bb92-6dbb84f47f29","6283eb60-234f-4851-8cc7-7ea36e42def2","Full Arsenal II","ウェポンバーストII","full-arsenal-ii",0,TRUE,FALSE,FALSE,0,FALSE
"5a7b6eaa-d718-4609-921a-c5646c948de6","c5a7c0f0-9408-4b8b-901c-bd1804db36eb","Pandemonium","羅喉阿修羅陣","pandemonium",0,TRUE,TRUE,FALSE,2,FALSE
"5f5b328d-7278-4686-bc66-a8ab6066b8f8","667bf041-61c9-4568-bdd3-ce6e43f40603","Aether Bane","エーテルフラップ","aether-bane",1,FALSE,FALSE,TRUE,2,FALSE
"5fd3dfd7-a7f6-40ab-a3cb-8b21320f6120","f945115c-74b0-4baf-9308-c2d7e64396aa","Never Miss a Beat","熱烈峻厳","never-miss-a-beat",0,TRUE,FALSE,FALSE,1,TRUE
"601d0c6f-4f9d-4bac-863c-335119162072","113ba069-ede0-4a58-b033-4e574d12dd75","Change","チェンジ","change",0,FALSE,FALSE,TRUE,4,FALSE
"61e5ee77-1487-475a-806d-5333b1defbd2","824fb790-26c1-4a1c-911e-9b2debad4662","Into Thin Air","雲散霧消","into-thin-air",0,FALSE,FALSE,TRUE,3,FALSE
"61e9a862-41f1-477a-9131-72b366c359be","2abbab55-5bf7-49f8-9ed6-1fe8a3991cca","Clarity","クリアオール","clarity",3,TRUE,TRUE,FALSE,1,FALSE
"61ef5942-3a9e-4ddb-a442-0a0e1c5a5d8a","6283eb60-234f-4851-8cc7-7ea36e42def2","Rage III","レイジIII","rage-iii",0,TRUE,TRUE,FALSE,2,FALSE
"622a1521-a66c-450b-a54a-77ca18e2cf93","408c8cd0-6315-4faa-b1eb-d545a3570de8","Resonating Surge","レゾナンスサージ","resonating-surge",2,TRUE,TRUE,FALSE,2,FALSE
